quantity,prop_bilingual,prop_mistargeted,value
net_effect,0.6000000000000001,0.8,-0.017999999999999988
net_effect,0.6000000000000001,0.9,-0.02399999999999998
net_effect,0.6000000000000001,1,-0.029999999999999978
net_effect,0.7000000000000001,0,0.035
net_effect,0.7000000000000001,0.1,0.030500000000000006
net_effect,0.7000000000000001,0.2,0.026000000000000006
net_effect,0.7000000000000001,0.30000000000000004,0.021500000000000005
net_effect,0.7000000000000001,0.4,0.017000000000000008
net_effect,0.7000000000000001,0.5,0.012500000000000008
net_effect,0.7000000000000001,0.6000000000000001,0.008000000000000004
net_effect,0.7000000000000001,0.7000000000000001,0.00350000000000001
net_effect,0.7000000000000001,0.8,-9.99999999999987e-4
net_effect,0.7000000000000001,0.9,-0.005499999999999991
net_effect,0.7000000000000001,1,-0.009999999999999988
net_effect,0.8,0,0.04000000000000001
net_effect,0.8,0.1,0.037000000000000005
net_effect,0.8,0.2,0.03400000000000001
net_effect,0.8,0.30000000000000004,0.031000000000000007
net_effect,0.8,0.4,0.02800000000000001
net_effect,0.8,0.5,0.025000000000000012
net_effect,0.8,0.6000000000000001,0.02200000000000001
net_effect,0.8,0.7000000000000001,0.01900000000000001
net_effect,0.8,0.8,0.01600000000000001
net_effect,0.8,0.9,0.013000000000000015
net_effect,0.8,1,0.010000000000000016
net_effect,0.9,0,0.045000000000000005
net_effect,0.9,0.1,0.043500000000000004
net_effect,0.9,0.2,0.042
net_effect,0.9,0.30000000000000004,0.04050000000000001
net_effect,0.9,0.4,0.03900000000000001
net_effect,0.9,0.5,0.037500000000000006
net_effect,0.9,0.6000000000000001,0.036000000000000004
net_effect,0.9,0.7000000000000001,0.0345
net_effect,0.9,0.8,0.03300000000000001
net_effect,0.9,0.9,0.03150000000000001
net_effect,0.9,1,0.03000000000000001
net_effect,1,0,0.05
net_effect,1,0.1,0.05
net_effect,1,0.2,0.05
net_effect,1,0.30000000000000004,0.05
net_effect,1,0.4,0.05
net_effect,1,0.5,0.05
net_effect,1,0.6000000000000001,0.05
net_effect,1,0.7000000000000001,0.05
net_effect,1,0.8,0.05
net_effect,1,0.9,0.05
net_effect,1,1,0.05
break_even_mistargeting_risk,0,NA,0
break_even_mistargeting_risk,0.1,NA,0.03703703703703704
break_even_mistargeting_risk,0.2,NA,0.08333333333333336
break_even_mistargeting_risk,0.30000000000000004,NA,0.14285714285714288
break_even_mistargeting_risk,0.4,NA,0.22222222222222227
break_even_mistargeting_risk,0.5,NA,0.33333333333333337
break_even_mistargeting_risk,0.6000000000000001,NA,0.5000000000000002
break_even_mistargeting_risk,0.7000000000000001,NA,0.777777777777778
break_even_mistargeting_risk,0.8,NA,1.333333333333334
break_even_mistargeting_risk,0.9,NA,3.0000000000000013
break_even_mistargeting_risk,1,NA,Inf
